Timestamp,Routine,Position,Bool
0,1,1,FALSE
0.03333333333,1,1,FALSE
0.06666666667,1,1,FALSE
0.1,1,1,FALSE
0.1333333333,1,1,FALSE
0.1666666667,1,1,FALSE
0.2,1,1,FALSE
0.2333333333,1,1,FALSE
0.2666666667,1,1,FALSE
0.3,1,1,FALSE
0.3333333333,1,1,FALSE
0.3666666667,1,1,FALSE
0.4,1,1,FALSE
0.4333333333,1,1,FALSE
0.4666666667,1,1,FALSE
0.5,1,1,FALSE
0.5333333333,1,1,FALSE
0.5666666667,1,1,FALSE
0.6,1,1,FALSE
0.6333333333,1,1,FALSE
0.6666666667,1,1,FALSE
0.7,1,1,FALSE
0.7333333333,1,1,FALSE
0.7666666667,1,1,FALSE
0.8,1,1,FALSE
0.8333333333,1,1,FALSE
0.8666666667,1,1,FALSE
0.9,1,1,FALSE
0.9333333333,1,1,FALSE
0.9666666667,1,1,FALSE
1,1,1,FALSE
1.033333333,1,1,FALSE
1.066666667,1,1,FALSE
1.1,1,1,FALSE
1.133333333,1,1,FALSE
1.166666667,1,1,FALSE
1.2,1,1,FALSE
1.233333333,1,1,FALSE
1.266666667,1,1,FALSE
1.3,1,1,FALSE
1.333333333,1,1,FALSE
1.366666667,1,1,FALSE
1.4,1,1,FALSE
1.433333333,1,1,FALSE
1.466666667,1,1,FALSE
1.5,1,1,FALSE
1.533333333,1,1,FALSE
1.566666667,1,1,FALSE
1.6,1,1,FALSE
1.633333333,1,1,FALSE
1.666666667,1,1,FALSE
1.7,1,1,FALSE
1.733333333,1,1,FALSE
1.766666667,1,1,FALSE
1.8,1,1,FALSE
1.833333333,1,1,FALSE
1.866666667,1,1,FALSE
1.9,1,1,FALSE
1.933333333,1,1,FALSE
1.966666667,1,1,FALSE
2,1,1,FALSE
2.033333333,1,1,FALSE
2.066666667,1,1,FALSE
2.1,1,1,FALSE
2.133333333,1,1,FALSE
2.166666667,1,1,FALSE
2.2,1,1,FALSE
2.233333333,1,1,FALSE
2.266666667,1,1,FALSE
2.3,1,1,FALSE
2.333333333,1,1,FALSE
2.366666667,1,1,FALSE
2.4,1,1,FALSE
2.433333333,1,1,FALSE
2.466666667,1,1,FALSE
2.5,1,1,FALSE
2.533333333,1,1,FALSE
2.566666667,1,1,FALSE
2.6,1,1,FALSE
2.633333333,1,1,FALSE
2.666666667,1,1,FALSE
2.7,1,1,FALSE
2.733333333,1,1,FALSE
2.766666667,1,1,FALSE
2.8,1,1,FALSE
2.833333333,1,1,FALSE
2.866666667,1,1,TRUE
2.9,1,1,TRUE
2.933333333,1,1,FALSE
2.966666667,1,1,FALSE
3,1,1,FALSE
3.033333333,1,1,FALSE
3.066666667,1,1,TRUE
3.1,1,1,FALSE
3.133333333,1,1,FALSE
3.166666667,1,1,FALSE
3.2,1,1,TRUE
3.233333333,1,1,TRUE
3.266666667,1,2,FALSE
3.3,1,2,FALSE
3.333333333,1,2,FALSE
3.366666667,1,2,FALSE
3.4,1,2,FALSE
3.433333333,1,2,FALSE
3.466666667,1,2,FALSE
3.5,1,2,TRUE
3.533333333,1,2,TRUE
3.566666667,1,2,FALSE
3.6,1,2,TRUE
3.633333333,1,2,TRUE
3.666666667,1,2,TRUE
3.7,1,2,TRUE
3.733333333,1,2,FALSE
3.766666667,1,2,FALSE
3.8,1,2,FALSE
3.833333333,1,2,TRUE
3.866666667,1,2,FALSE
3.9,1,2,TRUE
3.933333333,1,2,TRUE
3.966666667,1,2,TRUE
4,1,2,TRUE
4.033333333,1,2,TRUE
4.066666667,1,2,FALSE
4.1,1,2,FALSE
4.133333333,1,2,FALSE
4.166666667,1,2,FALSE
4.2,1,2,TRUE
4.233333333,1,2,TRUE
4.266666667,1,2,TRUE
4.3,1,2,TRUE
4.333333333,1,2,TRUE
4.366666667,1,2,TRUE
4.4,1,2,TRUE
4.433333333,1,2,FALSE
4.466666667,1,2,FALSE
4.5,1,2,FALSE
4.533333333,1,2,FALSE
4.566666667,1,2,FALSE
4.6,1,3,TRUE
4.633333333,1,3,FALSE
4.666666667,1,3,TRUE
4.7,1,3,TRUE
4.733333333,1,3,TRUE
4.766666667,1,3,TRUE
4.8,1,3,TRUE
4.833333333,1,3,TRUE
4.866666667,1,3,TRUE
4.9,1,3,TRUE
4.933333333,1,3,FALSE
4.966666667,1,3,FALSE
5,1,3,FALSE
5.033333333,1,3,FALSE
5.066666667,1,3,FALSE
5.1,1,3,FALSE
5.133333333,1,3,TRUE
5.166666667,1,3,FALSE
5.2,1,3,TRUE
5.233333333,1,3,TRUE
5.266666667,1,3,TRUE
5.3,1,3,TRUE
5.333333333,1,3,TRUE
5.366666667,1,3,TRUE
5.4,1,3,TRUE
5.433333333,1,3,FALSE
5.466666667,1,3,FALSE
5.5,1,3,FALSE
5.533333333,1,3,FALSE
5.566666667,1,3,FALSE
5.6,1,3,FALSE
5.633333333,1,3,FALSE
5.666666667,1,3,FALSE
5.7,1,3,FALSE
5.733333333,1,3,TRUE
5.766666667,1,3,FALSE
5.8,1,3,TRUE
5.833333333,1,3,TRUE
5.866666667,1,3,TRUE
5.9,1,3,TRUE
5.933333333,1,3,TRUE
5.966666667,1,3,TRUE
6,1,3,FALSE
6.033333333,1,3,FALSE
6.066666667,1,3,FALSE
6.1,1,3,FALSE
6.133333333,1,3,FALSE
6.166666667,1,3,FALSE
6.2,1,3,FALSE
6.233333333,1,3,FALSE
6.266666667,1,3,FALSE
6.3,1,3,FALSE
6.333333333,1,3,FALSE
6.366666667,1,3,FALSE
6.4,1,3,TRUE
6.433333333,1,3,TRUE
6.466666667,1,3,TRUE
6.5,1,3,TRUE
6.533333333,1,3,FALSE
6.566666667,1,3,FALSE
6.6,1,3,FALSE
6.633333333,1,3,TRUE
6.666666667,1,3,FALSE
6.7,1,3,FALSE
6.733333333,1,3,TRUE
6.766666667,1,3,TRUE
6.8,1,3,TRUE
6.833333333,1,3,TRUE
6.866666667,1,3,FALSE
6.9,1,3,FALSE
6.933333333,1,3,FALSE
6.966666667,1,3,FALSE
7,1,3,FALSE
7.033333333,1,3,FALSE
7.066666667,1,3,FALSE
7.1,1,3,FALSE
7.133333333,1,3,FALSE
7.166666667,1,3,TRUE
7.2,1,3,TRUE
7.233333333,1,3,TRUE
7.266666667,1,3,TRUE
7.3,1,3,TRUE
7.333333333,1,1,TRUE
7.366666667,1,1,TRUE
7.4,1,1,FALSE
7.433333333,1,1,FALSE
7.466666667,1,1,FALSE
7.5,1,1,FALSE
7.533333333,1,1,FALSE
7.566666667,1,1,FALSE
7.6,1,1,FALSE
7.633333333,1,1,FALSE
7.666666667,1,1,FALSE
7.7,1,1,FALSE
7.733333333,1,1,FALSE
7.766666667,1,1,FALSE
7.8,1,1,FALSE
7.833333333,1,1,FALSE
7.866666667,1,1,FALSE
7.9,1,1,FALSE
7.933333333,1,1,FALSE
7.966666667,1,1,FALSE
8,1,1,FALSE
8.033333333,1,1,FALSE
8.066666667,1,1,FALSE
8.1,1,1,FALSE
8.133333333,1,1,TRUE
8.166666667,1,1,TRUE
8.2,1,1,TRUE
8.233333333,1,1,FALSE
8.266666667,1,1,FALSE
8.3,1,1,FALSE
8.333333333,1,1,TRUE
8.366666667,1,1,FALSE
8.4,1,1,FALSE
8.433333333,1,1,TRUE
8.466666667,1,1,FALSE
8.5,1,1,FALSE
8.533333333,1,1,TRUE
8.566666667,1,1,TRUE
8.6,1,1,TRUE
8.633333333,1,1,FALSE
8.666666667,1,1,FALSE
8.7,1,1,FALSE
8.733333333,1,1,FALSE
8.766666667,1,2,TRUE
8.8,1,2,FALSE
8.833333333,1,2,FALSE
8.866666667,1,2,TRUE
8.9,1,2,TRUE
8.933333333,1,2,FALSE
8.966666667,1,2,FALSE
9,1,2,FALSE
9.033333333,1,2,FALSE
9.066666667,1,2,FALSE
9.1,1,2,FALSE
9.133333333,1,2,FALSE
9.166666667,1,2,FALSE
9.2,1,2,FALSE
9.233333333,1,2,FALSE
9.266666667,1,2,FALSE
9.3,1,2,TRUE
9.333333333,1,2,TRUE
9.366666667,1,2,TRUE
9.4,1,2,FALSE
9.433333333,1,2,FALSE
9.466666667,1,2,FALSE
9.5,1,2,FALSE
9.533333333,1,2,FALSE
9.566666667,1,2,FALSE
9.6,1,2,TRUE
9.633333333,1,2,TRUE
9.666666667,1,2,TRUE
9.7,1,2,TRUE
9.733333333,1,2,TRUE
9.766666667,1,2,TRUE
9.8,1,2,FALSE
9.833333333,1,2,TRUE
9.866666667,1,2,TRUE
9.9,1,2,FALSE
9.933333333,1,2,FALSE
9.966666667,1,2,FALSE
10,1,2,FALSE
10.03333333,1,2,FALSE
10.06666667,1,2,FALSE
10.1,1,2,FALSE
10.13333333,1,2,FALSE
10.16666667,1,3,FALSE
10.2,1,3,FALSE
10.23333333,1,3,FALSE
10.26666667,1,3,FALSE
10.3,1,3,FALSE
10.33333333,1,3,FALSE
10.36666667,1,3,FALSE
10.4,1,3,FALSE
10.43333333,1,3,TRUE
10.46666667,1,3,TRUE
10.5,1,3,TRUE
10.53333333,1,3,FALSE
10.56666667,1,3,FALSE
10.6,1,3,FALSE
10.63333333,1,3,FALSE
10.66666667,1,3,TRUE
10.7,1,3,TRUE
10.73333333,1,3,TRUE
10.76666667,1,3,FALSE
10.8,1,3,FALSE
10.83333333,1,3,FALSE
10.86666667,1,3,FALSE
10.9,1,3,FALSE
10.93333333,1,3,TRUE
10.96666667,1,3,TRUE
11,1,3,TRUE
11.03333333,1,3,FALSE
11.06666667,1,3,FALSE
11.1,1,3,FALSE
11.13333333,1,3,FALSE
11.16666667,1,3,FALSE
11.2,1,3,FALSE
11.23333333,1,3,FALSE
11.26666667,1,3,FALSE
11.3,1,3,FALSE
11.33333333,1,3,TRUE
11.36666667,1,3,TRUE
11.4,1,3,TRUE
11.43333333,1,3,TRUE
11.46666667,1,3,FALSE
11.5,1,3,FALSE
11.53333333,1,3,FALSE
11.56666667,1,3,FALSE
11.6,1,3,FALSE
11.63333333,1,3,FALSE
11.66666667,1,3,FALSE
11.7,1,3,FALSE
11.73333333,1,3,FALSE
11.76666667,1,3,FALSE
11.8,1,3,FALSE
11.83333333,1,3,FALSE
11.86666667,1,3,FALSE
11.9,1,3,FALSE
11.93333333,1,3,FALSE
11.96666667,1,3,FALSE
12,1,3,FALSE
12.03333333,1,3,FALSE
12.06666667,1,3,FALSE
12.1,1,3,FALSE
12.13333333,1,3,FALSE
12.16666667,1,3,TRUE
12.2,1,3,TRUE
12.23333333,1,3,TRUE
12.26666667,1,3,TRUE
12.3,1,3,FALSE
12.33333333,1,3,FALSE
12.36666667,1,3,FALSE
12.4,1,3,FALSE
12.43333333,1,3,FALSE
12.46666667,1,3,FALSE
12.5,1,3,TRUE
12.53333333,1,3,TRUE
12.56666667,1,3,TRUE
12.6,1,3,TRUE
12.63333333,1,3,FALSE
12.66666667,1,3,TRUE
12.7,1,4,TRUE
12.73333333,1,4,FALSE
12.76666667,1,4,FALSE
12.8,1,4,FALSE
12.83333333,1,4,FALSE
12.86666667,1,4,FALSE
12.9,1,4,TRUE
12.93333333,1,4,TRUE
12.96666667,1,4,TRUE
13,1,4,FALSE
13.03333333,1,4,FALSE
13.06666667,1,4,FALSE
13.1,1,4,FALSE
13.13333333,1,4,FALSE
13.16666667,1,4,FALSE
13.2,1,4,FALSE
13.23333333,1,4,FALSE
13.26666667,1,4,FALSE
13.3,1,4,FALSE
13.33333333,1,4,FALSE
13.36666667,1,4,FALSE
13.4,1,4,FALSE
13.43333333,1,4,FALSE
13.46666667,1,4,FALSE
13.5,1,4,FALSE
13.53333333,1,4,FALSE
13.56666667,1,4,FALSE
13.6,1,4,TRUE
13.63333333,1,4,TRUE
13.66666667,1,4,TRUE
13.7,1,4,FALSE
13.73333333,1,4,FALSE
13.76666667,1,4,FALSE
13.8,1,4,FALSE
13.83333333,1,4,FALSE
13.86666667,1,4,FALSE
13.9,1,4,FALSE
13.93333333,1,4,FALSE
13.96666667,1,4,FALSE
14,1,4,TRUE
14.03333333,1,4,TRUE
14.06666667,1,4,TRUE
14.1,1,4,FALSE
14.13333333,1,4,FALSE
14.16666667,1,4,FALSE
14.2,1,4,FALSE
14.23333333,1,4,FALSE
14.26666667,1,4,FALSE
14.3,1,4,FALSE
14.33333333,1,4,FALSE
14.36666667,1,4,TRUE
14.4,1,4,TRUE
14.43333333,1,4,TRUE
14.46666667,1,4,FALSE
14.5,1,4,FALSE
14.53333333,1,4,FALSE
14.56666667,1,4,FALSE
14.6,1,4,FALSE
14.63333333,1,4,FALSE
14.66666667,1,4,FALSE
14.7,1,4,FALSE
14.73333333,1,4,TRUE
14.76666667,1,4,TRUE
14.8,1,4,TRUE
14.83333333,1,4,TRUE
14.86666667,1,4,FALSE
14.9,1,4,FALSE
14.93333333,1,4,FALSE
14.96666667,1,4,FALSE
15,1,4,FALSE
15.03333333,1,4,FALSE
15.06666667,1,4,FALSE
15.1,1,4,FALSE
15.13333333,1,4,FALSE
15.16666667,1,4,FALSE
15.2,1,4,FALSE
15.23333333,1,4,FALSE
15.26666667,1,4,FALSE
15.3,1,4,FALSE
15.33333333,1,4,FALSE
15.36666667,1,4,FALSE
15.4,1,4,FALSE
15.43333333,1,4,FALSE
15.46666667,1,4,TRUE
15.5,1,4,TRUE
15.53333333,1,4,TRUE
15.56666667,1,4,TRUE
15.6,1,4,TRUE
15.63333333,1,4,TRUE
15.66666667,1,4,FALSE
15.7,1,4,FALSE
15.73333333,1,4,FALSE
15.76666667,1,4,FALSE
15.8,1,4,TRUE
15.83333333,1,4,TRUE
15.86666667,1,4,TRUE
15.9,1,4,FALSE
15.93333333,1,4,FALSE
15.96666667,1,4,FALSE
16,1,4,FALSE
16.03333333,1,4,FALSE
16.06666667,1,4,TRUE
16.1,1,4,FALSE
16.13333333,1,4,TRUE
16.16666667,1,4,TRUE
16.2,1,4,TRUE
16.23333333,1,1,TRUE
16.26666667,1,1,TRUE
16.3,1,1,TRUE
16.33333333,1,1,TRUE
16.36666667,1,1,FALSE
16.4,1,1,FALSE
16.43333333,1,1,TRUE
16.46666667,1,1,TRUE
16.5,1,1,TRUE
16.53333333,1,1,TRUE
16.56666667,1,1,TRUE
16.6,1,1,TRUE
16.63333333,1,1,FALSE
16.66666667,1,1,FALSE
16.7,1,1,FALSE
16.73333333,1,1,TRUE
16.76666667,1,1,FALSE
16.8,1,1,FALSE
16.83333333,1,1,FALSE
16.86666667,1,1,FALSE
16.9,1,1,FALSE
16.93333333,1,1,FALSE
16.96666667,1,1,FALSE
17,1,1,FALSE
17.03333333,1,1,TRUE
17.06666667,1,1,TRUE
17.1,1,1,TRUE
17.13333333,1,1,TRUE
17.16666667,1,1,TRUE
17.2,1,1,FALSE
17.23333333,1,1,FALSE
17.26666667,1,1,FALSE
17.3,1,1,FALSE
17.33333333,1,1,FALSE
17.36666667,1,1,FALSE
17.4,1,1,TRUE
17.43333333,1,1,TRUE
17.46666667,1,1,TRUE
17.5,1,1,FALSE
17.53333333,1,1,FALSE
17.56666667,1,1,FALSE
17.6,1,1,FALSE
17.63333333,1,1,FALSE
17.66666667,1,1,FALSE
17.7,1,1,FALSE
17.73333333,1,1,FALSE
17.76666667,1,1,TRUE
17.8,1,1,TRUE
17.83333333,1,1,TRUE
17.86666667,1,1,TRUE
17.9,1,1,FALSE
17.93333333,1,1,FALSE
17.96666667,1,1,FALSE
18,1,1,FALSE
18.03333333,1,1,FALSE
18.06666667,1,1,FALSE
18.1,1,1,FALSE
18.13333333,1,1,FALSE
18.16666667,1,1,FALSE
18.2,1,1,FALSE
18.23333333,1,1,FALSE
18.26666667,1,1,FALSE
18.3,1,1,FALSE
18.33333333,1,1,FALSE
18.36666667,1,1,FALSE
18.4,1,1,FALSE
18.43333333,1,1,FALSE
18.46666667,1,1,FALSE
18.5,1,1,FALSE
18.53333333,1,1,FALSE
18.56666667,1,1,TRUE
18.6,1,1,FALSE
18.63333333,1,1,TRUE
18.66666667,1,1,TRUE
18.7,1,1,TRUE
18.73333333,1,1,FALSE
18.76666667,1,1,FALSE
18.8,1,1,FALSE
18.83333333,1,1,FALSE
18.86666667,1,1,FALSE
18.9,1,1,FALSE
18.93333333,1,1,FALSE
18.96666667,1,1,FALSE
19,1,1,FALSE
19.03333333,1,1,FALSE
19.06666667,1,1,FALSE
19.1,1,1,FALSE
19.13333333,1,1,FALSE
19.16666667,1,1,FALSE
19.2,1,1,FALSE
19.23333333,1,1,FALSE
19.26666667,1,1,FALSE
19.3,1,1,FALSE
19.33333333,1,1,FALSE
19.36666667,1,1,FALSE
19.4,1,1,FALSE
19.43333333,1,1,FALSE
19.46666667,1,1,FALSE
19.5,1,1,FALSE
19.53333333,1,1,FALSE
19.56666667,1,1,FALSE
19.6,1,1,FALSE
19.63333333,1,1,FALSE
19.66666667,1,1,FALSE
19.7,1,1,FALSE
19.73333333,1,1,FALSE
19.76666667,1,1,FALSE
19.8,1,1,FALSE
19.83333333,1,1,FALSE
19.86666667,1,1,TRUE
19.9,1,1,TRUE
19.93333333,1,1,FALSE
19.96666667,1,1,FALSE
20,1,1,FALSE
20.03333333,1,1,FALSE
20.06666667,1,1,FALSE
20.1,1,1,FALSE
20.13333333,1,1,FALSE
20.16666667,1,1,FALSE
20.2,1,1,FALSE
20.23333333,1,1,FALSE
20.26666667,1,1,TRUE
20.3,1,2,FALSE
20.33333333,1,2,FALSE
20.36666667,1,2,FALSE
20.4,1,2,FALSE
20.43333333,1,2,FALSE
20.46666667,1,2,FALSE
20.5,1,2,FALSE
20.53333333,1,2,FALSE
20.56666667,1,2,TRUE
20.6,1,2,FALSE
20.63333333,1,2,FALSE
20.66666667,1,2,FALSE
20.7,1,2,FALSE
20.73333333,1,2,FALSE
20.76666667,1,2,FALSE
20.8,1,2,FALSE
20.83333333,1,2,FALSE
20.86666667,1,2,FALSE
20.9,1,2,FALSE
20.93333333,1,2,TRUE
20.96666667,1,2,TRUE
21,1,2,FALSE
21.03333333,1,2,FALSE
21.06666667,1,2,FALSE
21.1,1,2,TRUE
21.13333333,1,2,TRUE
21.16666667,1,2,FALSE
21.2,1,2,FALSE